firstbridge_id,composite_ticker,sponsor,as_of_date,asset_class
1433401137544f3ba7c730a732de8e0e,AW1J,UBS,2024-10-31,Equities (Stocks)
0b2c8a5af18a4163a39d8bf5c43e162e,UB03,UBS,2024-10-31,Equities (Stocks)
0b6966af801a45e28ba5d4da3c31b521,VWCG,Vanguard,2024-07-31,Equities (Stocks)
0d8f279e87f14df2b76518ca3cbd18c2,UB0F,UBS,2024-10-31,Equities (Stocks)
0e1d2e892cea4010a9cf6dc8b252b3cf,EMIG,UBS,2024-10-31,Bonds
110e819a17b54bae805ebcbee1cd56ef,VERE,Vanguard,2024-07-31,Equities (Stocks)
120d93a9b59041e48ff6575d47bb3013,VAPX,Vanguard,2024-07-31,Equities (Stocks)
0b985e4f616c48278f9eb0dbaddfe9be,ECE,UBS,2024-10-31,Bonds
0be0fed2fc89453984888abfd5763b08,WDMVO,UBS,2024-10-31,Equities (Stocks)
0bf1040e2f7f46f88827e08092619901,V3GE,Vanguard,2024-07-31,Bonds
0bf2e70f70e3491da33f3b7152f673c7,E50EUA,UBS,2024-10-31,Equities (Stocks)
0cc6286591b04013bcad88f2ed56c553,VAPX,Vanguard,2024-07-31,Equities (Stocks)
0d0ec7e0ceb348599dc101a9f7aa062b,WSREUA,UBS,2024-10-31,Equities (Stocks)
0d64915097cd42a1b67ad1c163a5e5d3,SHEME,UBS,2024-10-31,Bonds
0e59354d8a6e476ebeaaece629b3bb3a,GGB,UBS,2024-10-31,Bonds
12d53a550d4743c19a0889cbea7df764,U15S,UBS,2024-10-31,Bonds
1451040fd9444c768777127dc6b5a719,VUTY,Vanguard,2024-07-31,Bonds
0ccb862859db49389b835ab19c9e8da7,EMXCN,UBS,2024-10-31,Equities (Stocks)
0ce79421144a47e8bdb2d3b67c800cc8,MDBU,UBS,2024-10-31,Bonds
0d429d8ead3743dabcb38a186087bb5d,SHEMB,UBS,2024-10-31,Bonds
0da1080d572b4aa585e1e7653496d53d,AWESGS,UBS,2024-10-31,Equities (Stocks)
0dc4fffbb3a14ab9ae0dd9bcca76d538,SP5USY,UBS,2024-10-31,Equities (Stocks)
0dee338a6ef2492aa41ec84e0f2ce88a,UQLTE,UBS,2024-10-31,Equities (Stocks)
0df6284d9b514fa8a31179ec1dbb7d1a,ACCUKD,UBS,2024-10-31,Equities (Stocks)
0e82ed1213e749ab86d8fc362115ffc3,EURPA,UBS,2024-10-31,Equities (Stocks)
0f1b61bfaa854b7eb49f207e70d65fef,CNESG,UBS,2024-10-31,Equities (Stocks)
0f21d64ee0814fc7a8a666d0f4684018,EQLTDF,UBS,2024-10-31,Equities (Stocks)
0f58f4688d904f189b101aca4da4d010,5ESGE,UBS,2024-10-31,Equities (Stocks)
0fcb3d533aec43c388e66c22eef61ed7,SP5CH,UBS,2024-10-31,Equities (Stocks)
1025f91a7a9041e3adad3b237a672b12,UPVLH,UBS,2024-10-31,Equities (Stocks)
10d133d9feb84a85a33eeb5172b0126b,JPESG,UBS,2024-10-31,Equities (Stocks)
10e8292cc3e245219d58e6e4a736877c,ASRUSA,UBS,2024-10-31,Equities (Stocks)
112704c2527144b69348e4bd0e34c830,VUTA,Vanguard,2024-07-31,Bonds
11c8b173af2b4be999577a381e2392e3,VEMA,Vanguard,2024-07-31,Bonds
12c4cd2cb37c47f2823c678934855e31,USAUSY,UBS,2024-10-31,Equities (Stocks)
13515969c15c433db84f4e7851f82ff9,ESGGBCHF,UBS,2024-10-31,Bonds
139a445ecd8b40678994a32740260e5d,UPVLD,UBS,2024-10-31,Equities (Stocks)
140f4da15dd741e3b69522e9783c9a84,EMMCHA,UBS,2024-10-31,Equities (Stocks)
141b8988dc4244828846e4fda5fa78ad,VMID,Vanguard,2024-07-31,Equities (Stocks)
149de834dbd3482bb73e57203dfb5ea2,SBEMA,UBS,2024-10-31,Bonds
110629ffe41242ffbd0480d31dc4cf08,VERX,Vanguard,2024-07-31,Equities (Stocks)
1616793d121a47b78350e5f291542bc3,UEQC,UBS,2024-10-31,Commodities & Metals
176d77f7c7254e64bc206f91b0000c6a,V40A,Vanguard,2024-09-30,Target Date / Multi-Asset
179f1766cfee431bbf1c05af4f36c014,UIQ1,UBS,2024-10-31,Commodities & Metals
19589f5322e746c39667db8dc1cf26b5,GGUE,UBS,2024-10-31,Equities (Stocks)
1c2be231a1e64c908923e8f9151b388f,UIM2,UBS,2024-10-31,Equities (Stocks)
1cdb0b8481df4e148704d821aef699fb,AW1R,UBS,2024-10-31,Equities (Stocks)
1cdf0043f57d42d4b2233bbd20141d0a,UETC,UBS,2024-10-31,Equities (Stocks)
1d8cd9ad4d4a4c0c805d0847c0e47635,VDTE,Vanguard,2024-07-31,Bonds
1d9805e95fe3478d876bf9908663c86f,CSYU,UBS,2024-10-31,Equities (Stocks)
1dfb15def65040ee94ec85342de47dd0,JC11,UBS,2024-10-31,Bonds
1e59e4c2433c44d89e623a010bcbdcae,CSYZ,UBS,2024-10-31,Equities (Stocks)
1519976beb424aa29ad16ae2b87debf7,UB01,UBS,2024-10-31,Equities (Stocks)
163ebaa49e614530ae2dc350d831e04f,V3NL,Vanguard,2024-07-31,Equities (Stocks)
16a69aceda4943f8a691c602527b0831,UBXX,UBS,2024-10-31,Bonds
17c5863482c74507b5fb640096695d9d,VFEA,Vanguard,2024-07-31,Equities (Stocks)
18350bda4f214eadb0ef9fb4f477145e,VMID,Vanguard,2024-07-31,Equities (Stocks)
1c58399d5ddf4dfc8b611cda4c34100c,UB02,UBS,2024-10-31,Equities (Stocks)
1ccfcaf219254958b3dbfc28f67a9ad5,VJPU,Vanguard,2024-07-31,Equities (Stocks)
1dd67b92ae5a4f7ea214e4fb5803470b,S5EG,UBS,2024-10-31,Equities (Stocks)
1e9a4f835e7c484a9f930c091f64cca4,V3AM,Vanguard,2024-07-31,Equities (Stocks)
1ea0b96e55ec4d6ba1668a1d6fb109ae,VETY,Vanguard,2024-07-31,Bonds
1672c6117beb4857b36571616f647329,ASREUA,UBS,2024-10-31,Equities (Stocks)
167bffec979a4d18930fe6bf9980505f,CBSEU,UBS,2024-10-31,Bonds
16aa1842f31948cd963e98b90f53b854,JPE,UBS,2024-10-31,Equities (Stocks)
16d8716246be4e9fa5ddfa72c1f4e025,JT13E,UBS,2024-10-31,Bonds
172cc42bb4be4b0f9532ac42e9456f5c,CBSUSE,UBS,2024-10-31,Bonds
17f3b4e28ee8418e8425f53bc046655c,V3NL,Vanguard,2024-07-31,Equities (Stocks)
1d24457d061d438196a3c04c3213a6d4,UPVLD,UBS,2024-10-31,Equities (Stocks)
1d4aa16c407841b9baa5bcf36a96bdb9,WDESG,UBS,2024-10-31,Equities (Stocks)
1e4f22ea34cd4d8ea87d18b642d59a7f,EMUAA,UBS,2024-10-31,Equities (Stocks)
14eac1e54a5f4287ad904f8273d3b9c6,SPESG,UBS,2024-10-31,Equities (Stocks)
1617206206f34ceea6a85ab0408a5fc5,CHSRII,UBS,2024-10-31,Equities (Stocks)
16ce475bab5449f68c7b6fef864d87c6,SS1EUA,UBS,2024-10-31,Bonds
175118d2f5ba426eabbd8acb6f092141,EMLOC,UBS,2024-10-31,Bonds
18757a9351b04efc88a7ec40787df758,CHUSDD,UBS,2024-10-31,Equities (Stocks)
19aaf1f20f424860951f69a407649ea0,PLUSA,UBS,2024-10-31,Commodities & Metals
19ddee6e875b4b13988b349828b859b3,UQLTD,UBS,2024-10-31,Equities (Stocks)
1a18010d676049fca4e024556798e9f5,INFL10,UBS,2024-10-31,Bonds
1bf079e0af0149479a343ddfd5554ab6,SW2UKD,UBS,2024-10-31,Equities (Stocks)
1c4d62a1abf44392b6d402cfdcdefdff,JPSR,UBS,2024-10-31,Equities (Stocks)
1c508c55a2ca4dc0866102ec1209a389,UT1CHA,UBS,2024-10-31,Bonds
1cd860de4aea402494b5f838ee0a48ab,TIP1G,UBS,2024-10-31,Bonds
1da237fce989480387cd819bbcefce02,AWESG,UBS,2024-10-31,Equities (Stocks)
1da59246a9d44e6da627a7c940855a77,CBUSAC,UBS,2024-10-31,Bonds
154317f2c1a248c8a1d013096f5e2864,V40A,Vanguard,2024-09-30,Target Date / Multi-Asset
1612197b170b4c2abd036868a6583cde,UBUR,UBS,2024-10-31,Equities (Stocks)
17af0f02ad3841df8760ae6fb6e73f6a,UKSR,UBS,2024-10-31,Equities (Stocks)
188487bbcabe496baa817256982057c0,VEUR,Vanguard,2024-07-31,Equities (Stocks)
1d33c3b4d46b46e6afb0fa5d76f436ce,UE31,UBS,2024-10-31,Equities (Stocks)
1d9afb36ef3e401692916839c8809ff1,V3EL,Vanguard,2024-07-31,Equities (Stocks)
1ff6dcd3537644fea83ac0f37266674f,BCFI,UBS,2024-10-31,Equities (Stocks)
2040fc89beb54507984b481b9620ec8e,CSY8,UBS,2024-10-31,Equities (Stocks)
225402b3177740e8964025ed19543913,VAGE,Vanguard,2024-07-31,Bonds
2282e58c857947239cfc2db99e356966,UIMI,UBS,2024-10-31,Equities (Stocks)
22ea1245d44b48b3956766c7604b0aa5,VGEM,Vanguard,2024-07-31,Bonds
23b10c7962d94e3d8fb0b7b7c072156e,BCFG,UBS,2024-10-31,Equities (Stocks)
23d6b4be94444155ae97c613341d74db,UEF9,UBS,2024-10-31,Bonds
24e1d474622e481f82db4d5113665a28,UBU9,UBS,2024-10-31,Equities (Stocks)
28b747ccc22344f482167fb6f1f13c48,4UBP,UBS,2024-10-31,Bonds
1fa564689cdc40aab8baaf763fecdaed,UC84,UBS,2024-10-31,Bonds
218c662d615b47aabdb08ddf35309014,CHTE,UBS,2024-10-31,Equities (Stocks)
21dd7a6c8fad4cb186120f36fd517f00,VDTA,Vanguard,2024-07-31,Bonds
22c0b3c624e74918ba8a98dd968b8146,V3RP,Vanguard,2024-07-31,Bonds
2307a06d30cb47d3b6e974f187fe5792,VDEM,Vanguard,2024-07-31,Equities (Stocks)
26068672fb1442ff8f82a44730893616,UB32,UBS,2024-10-31,Equities (Stocks)
26979e6c02304666a79b6ddd5580b293,VEMA,Vanguard,2024-07-31,Bonds
26a2dd71ea0141e59a1a36431b1e9c6a,UB20,UBS,2024-10-31,Equities (Stocks)
1f8c2b8cff9d491b8f6b048ec7dd45e4,CBUS,UBS,2024-10-31,Bonds
1ff44b0aa1654c9d87b3acf0d81ff075,VCDE,Vanguard,2024-07-31,Bonds
20ac46423120446790e2efa72382f4a5,CANEUA,UBS,2024-10-31,Equities (Stocks)
23d9b9a039934d8aae3c451d66e230ed,EURPA,UBS,2024-10-31,Equities (Stocks)
264e3734200344879d169b89e0a75f70,ACWIE,UBS,2024-10-31,Equities (Stocks)
27b6566511f54931aa8206edb9a4d325,VNGA60,Vanguard,2024-09-30,Target Date / Multi-Asset
1fd8211e3a0e470898985f3f6e7db117,SHEMBA,UBS,2024-10-31,Bonds
1fda96f0941b4cedb1557367c1ec7227,EMMUKD,UBS,2024-10-31,Equities (Stocks)
1fe14399477e4332b33e123606a092f6,SBEMH,UBS,2024-10-31,Bonds
2010f517f58f44839d635d044f8e618e,AWSRIS,UBS,2024-10-31,Equities (Stocks)
2065da21a38c4e84ae14d5786e478824,VUCP,Vanguard,2024-07-31,Bonds
20741b1e979a4cc48c1409303e894599,WSRIA,UBS,2024-10-31,Equities (Stocks)
20caf1f2855b4fe6a5ef3a8603a2e5ad,ACWIE,UBS,2024-10-31,Equities (Stocks)
20dbf494e50a4df4b5c44ab6afb83757,UT7CHA,UBS,2024-10-31,Bonds
21032744c0a945ccaaebd023ab751fe8,AWESGW,UBS,2024-10-31,Equities (Stocks)
21a2dd29f0734954b22da77f82043420,BCCMA,UBS,2024-10-31,Commodities & Metals
21c24552885e4df3bfcc7299d447d3a8,AUUSIC,UBS,2024-10-31,Commodities & Metals
23952cd184d34c6fa2ce7bd378ecde43,JT13,UBS,2024-10-31,Bonds
23aab1e2be22452b9364d7ab377a37ad,CBUS5E,UBS,2024-10-31,Bonds
2583b8c6200e4bb9ba0d16198200ae0a,JPSRE,UBS,2024-10-31,Equities (Stocks)
25b63adc4b4c4aadac0165ae11b9d038,AWSRIW,UBS,2024-10-31,Equities (Stocks)
26b7329d68c441a3a6b85d783ec30782,ESRCHA,UBS,2024-10-31,Equities (Stocks)
2832a5657eb54798a5a265fcc6d7eee2,CORPSC,UBS,2024-10-31,Bonds
20ace311f8c04957b0b4bc11a5469159,UIMD,UBS,2024-10-31,Equities (Stocks)
246b4fd1a6a44ec2a4122a99f4d8ebe4,UIMT,UBS,2024-10-31,Equities (Stocks)
268b3a416e40426ca0b5426141069fca,UIMR,UBS,2024-10-31,Equities (Stocks)
26acaa510b884d6686f1f201556cbf65,V3NL,Vanguard,2024-07-31,Equities (Stocks)
26fbd991fa3a4e9caec666a92840087b,UEF6,UBS,2024-10-31,Bonds
274f8db95adc4bc9aa2c6acbbe767968,UEFF,UBS,2024-10-31,Bonds
27695dbec41d421792c3a002d2a99381,VUSA,Vanguard,2024-07-31,Equities (Stocks)
297aa20a72c84074bfd241c0b9dedc7a,UIM9,UBS,2024-10-31,Equities (Stocks)
2a54c9d0408e42418122f9017f672419,BCFE,UBS,2024-10-31,Commodities & Metals
2b1c3b75f87c497197df216b53bc9846,VWCG,Vanguard,2024-07-31,Equities (Stocks)
2bad66ffcc634f20991c4d7d3e8e8bca,UIC2,UBS,2024-10-31,Equities (Stocks)
2ce76aeb4a794cf4841b65a975284004,UIM5,UBS,2024-10-31,Equities (Stocks)
2fb083bff1254b32be2f95abd5c46728,U1FB,UBS,2024-10-31,Equities (Stocks)
30464574aeb94cf5b53db87e1ac6c7fc,UIC1,UBS,2024-10-31,Equities (Stocks)
3229f5ccf7dc48f2aba2312b5f44a05c,USUP,UBS,2024-10-31,Equities (Stocks)
32ced61c615f433eba36a17ffbd9d6c8,V3PA,Vanguard,2024-07-31,Equities (Stocks)
330ab192ee5c4e81ad81fe2bf1e73083,4UBB,UBS,2024-10-31,Equities (Stocks)
333178de82c14f80b72e43497df15b4a,UET5,UBS,2024-10-31,Equities (Stocks)
335e6e90fcab4809a718d116dddc44d8,UEFY,UBS,2024-10-31,Bonds
337d64e41e244c9eb69fdf15be918b28,V80A,Vanguard,2024-09-30,Target Date / Multi-Asset
29535e3f2cbe41f6a2fb090f3ebdff56,VMIG,Vanguard,2024-07-31,Equities (Stocks)
2c707127d91749708bd7c660f15a462a,UB06,UBS,2024-10-31,Equities (Stocks)
2ca454ca2939478389b3e0c1392ae86e,V3SS,Vanguard,2024-07-31,Bonds
2cd788a1ab6e484584670ecccc0bedab,UC82,UBS,2024-10-31,Bonds
30087fa6ebcf43eb8f4fe5e8c27093f3,VNRG,Vanguard,2024-07-31,Equities (Stocks)
304538f95fbd47f0ae08a6e2675f8a98,UD04,UBS,2024-10-31,Equities (Stocks)
32513140f3fa4474adfb43429e0fe60b,UPVL,UBS,2024-10-31,Equities (Stocks)
3258985fedf142d8a727de674c4ac183,VHVE,Vanguard,2024-07-31,Equities (Stocks)
331fcd5b848d4505b1559ce4a29e087a,VAGS,Vanguard,2024-07-31,Bonds
332085dc3b714aa4b7dc508b35ab854f,VHYA,Vanguard,2024-07-31,Equities (Stocks)
2aa64d92f4a841b18d7b9646a04610a6,UQLTE,UBS,2024-10-31,Equities (Stocks)
32e751f693ea4e22b873177c87f44a03,AWSRIE,UBS,2024-10-31,Equities (Stocks)
33446b0d666c45de82b6e7ee34ec3aa1,VECA,Vanguard,2024-07-31,Bonds
28e71af5468243f28f227b0f3acb8b2d,WDESGE,UBS,2024-10-31,Equities (Stocks)
290cbb3d9375408e9e3132eb745af4de,EUSRU,UBS,2024-10-31,Equities (Stocks)
2a2ed340387140e1a234fdb59a8cc33d,WSRCHA,UBS,2024-10-31,Equities (Stocks)
2aeddf6516d444a889cb0a7d52894b7c,CAHUSA,UBS,2024-10-31,Equities (Stocks)
2bc80bf0d8d94ca3bd9e333e5a80d2e1,USAUK,UBS,2024-10-31,Equities (Stocks)
2c2e947f7e894dde8dd5dbe4ea77d01a,CCXAG,UBS,2024-10-31,Commodities & Metals
2dec37ae82134ca38f5b9d0a669afb1b,PSRCHA,UBS,2024-10-31,Equities (Stocks)
2e0028d664db4954a3b89d8ba124ca40,CANCDA,UBS,2024-10-31,Equities (Stocks)
2eed2d2dcd3747968cd12ac34e55d632,UKUSDD,UBS,2024-10-31,Equities (Stocks)
2fc9517c50c949d59956b68dc0e7bec5,5ESGS,UBS,2024-10-31,Equities (Stocks)
2fe2d89e38f14fe79baccb970a925c40,ESGGBD,UBS,2024-10-31,Bonds
3082745c60db478c89247db50fb9939c,UST1F,UBS,2024-10-31,Bonds
32597e369fcb477288936fb2d2d9ff26,USSRI,UBS,2024-10-31,Equities (Stocks)
3263a76d007248a383ba086da1e7f865,MSRUSA,UBS,2024-10-31,Equities (Stocks)
33644b4ca77b4c80b8be28bd78378faf,UKSRE,UBS,2024-10-31,Equities (Stocks)
2a27512cdc7f499989803aa8f2bfdcc9,V20A,Vanguard,2024-09-30,Target Date / Multi-Asset
2a51f131078c4dc1aa05fb3730f2a2f7,V60A,Vanguard,2024-09-30,Target Date / Multi-Asset
2d0500eb24264897a2aa076b29e0bbdc,UIMY,UBS,2024-10-31,Equities (Stocks)
2d0d51d3f5e648d58f3d2a533b098b87,V40D,Vanguard,2024-09-30,Target Date / Multi-Asset
2eb5d6a2dc91438896f0fb50b644c85e,UBUW,UBS,2024-10-31,Equities (Stocks)
33ebe19764a549e692f6ef0c569a30a3,V3GF,Vanguard,2024-07-31,Bonds
34dad59cefc54f14a7c26c7a997c6472,UIM7,UBS,2024-10-31,Equities (Stocks)
35bafe0dc94c4441a3468af604713233,UIMC,UBS,2024-10-31,Bonds
36e2a6999b94444f94b6a99b68ec1c0e,CHSD,UBS,2024-10-31,Bonds
3ab3591c724e4ed6bf912dff8fe44e73,VGOV,Vanguard,2024-07-31,Bonds
33f0b378ef8d42aba6d722c8cf3d45bd,VDPA,Vanguard,2024-07-31,Bonds
3826f63f841f438f9c0c40c8edc1b8a4,V3AL,Vanguard,2024-07-31,Equities (Stocks)
3896e10739ba400e83d18b060ee7b27e,V3SU,Vanguard,2024-07-31,Bonds
38b0be61dc534054a93b29a6c1e83185,UBTL,UBS,2024-10-31,Bonds
3bddab990952408a9a9352336f68c576,VNRA,Vanguard,2024-07-31,Equities (Stocks)
3c52737595154d728dbbc095d1c2829d,V3PL,Vanguard,2024-07-31,Equities (Stocks)
33937691919542dca8b310843dedff7b,USSRI,UBS,2024-10-31,Equities (Stocks)
33c2488dce9c4ec9af321e4a3d9a4e5d,TIP1D,UBS,2024-10-31,Bonds
33d691c1896e44f3b81372bc218859b8,CBUS5,UBS,2024-10-31,Bonds
34feeea5e7054a198b6ef8abfc051660,USAEUA,UBS,2024-10-31,Equities (Stocks)
35f1330bdc8443efb8273b03640caa7e,PSREUA,UBS,2024-10-31,Equities (Stocks)
3640921766ee46e5a6a1cf2a0a71e238,CHINA,UBS,2024-10-31,Equities (Stocks)
370dc6d770db4ae788338c4e4a505f20,VERE,Vanguard,2024-07-31,Equities (Stocks)
37631d1de123497886685ca57d865c07,CBUSE,UBS,2024-10-31,Bonds
38589fa830a54dbcaca284f38a2022db,CLIMA,UBS,2024-10-31,Equities (Stocks)
38951de5474849d4aadda6aa29ac842b,V3AA,Vanguard,2024-07-31,Equities (Stocks)
39f27b5b65ce475ba53c9bc5dd6581b4,IQEC,Index IQ,2024-06-28,Bonds
3b0d448841b84ca59acca0bcbafb2c35,VGEA,Vanguard,2024-07-31,Bonds
33dca994305c4f168fb16359f3a10e46,VAPU,Vanguard,2024-07-31,Equities (Stocks)
340ae3f54de84e3abbe2d4a17e50c429,E5ESG,UBS,2024-10-31,Equities (Stocks)
3426966aefa940a38f8b012ed342ea7a,VDET,Vanguard,2024-07-31,Bonds
3464e61791704f128fc1d457c3929bf2,ACWISD,UBS,2024-10-31,Equities (Stocks)
3542bf4ac1c642a58787b6ada7bd5544,USFMD,UBS,2024-10-31,Equities (Stocks)
3608486f4e7046f697c49665da91b370,EMUUSD,UBS,2024-10-31,Equities (Stocks)
362779b426574c47846f7a70dedecf0a,ESREUA,UBS,2024-10-31,Equities (Stocks)
36417d1055b2401c80e200e63984ec4f,SP500E,UBS,2024-10-31,Equities (Stocks)
36f9b27679084205901bbc0f2a691299,UPVLE,UBS,2024-10-31,Equities (Stocks)
37a5f23ebd754bcaaef3b84602c395e1,WRDCHY,UBS,2024-10-31,Equities (Stocks)
37f0ed7a0a7b49f890d760c024c38e7c,ULOVE,UBS,2024-10-31,Equities (Stocks)
3832f753dbd6475fb034083ff9856726,TIP1D,UBS,2024-10-31,Bonds
384368d6b37e4a55995fa4a1e8abd70d,DCGBAS,UBS,2024-10-31,Commodities & Metals
38efc3bcf852454daa9654b7160fc7bf,RENEW,UBS,2024-10-31,Commodities & Metals
39cfed43629047ca98d281dc4616a946,SPXPW,UBS,2024-10-31,Equities (Stocks)
3a1e59a8d0704f9b8553dcda49cd7bdb,AWESGG,UBS,2024-10-31,Equities (Stocks)
3b8ea91e6c754d53b330728374ecaac6,GREIT,UBS,2024-10-31,Equities (Stocks)
3baa0611fc094d1cb81c9e2e02d0f64f,UT7US,UBS,2024-10-31,Bonds
34af021febdb452181c13121e2555180,V3SU,Vanguard,2024-07-31,Bonds
34d50ab144ee4fdbad3497c9a47df458,U1FA,UBS,2024-10-31,Equities (Stocks)
361fc7b70c6d4b88997a7722dc8181ab,VETY,Vanguard,2024-07-31,Bonds
398c0aeb2baa464e86a55454379ee777,IQJP,Index IQ,2024-06-28,Equities (Stocks)
3da19f03f3e84623874d8c080e7606f4,UIMP,UBS,2024-10-31,Equities (Stocks)
3f871670755640ae89ae2181a1c4e805,UIM6,UBS,2024-10-31,Equities (Stocks)
401e483096754a5584a91761bf714585,CSY7,UBS,2024-10-31,Equities (Stocks)
40371e96eb1c44048ef45659d136e62f,VGER,Vanguard,2024-07-31,Equities (Stocks)
40a04582a9384c6b8764f207c68f3bab,AW1C,UBS,2024-10-31,Equities (Stocks)
41272fa892734d9ab394e8adf69f1360,CHSC,UBS,2024-10-31,Equities (Stocks)
41a723f1e4884d76a8447a7892dd24c0,4UB1,UBS,2024-10-31,Equities (Stocks)
422756fcfd90418daff17839ab84aa04,AW1Q,UBS,2024-10-31,Equities (Stocks)
425f82d4e36945039edde7bd84cdf939,UIQL,UBS,2024-10-31,Bonds
4498b7c1f21e4a8695863692fb27eea6,UBUM,UBS,2024-10-31,Equities (Stocks)
44d170b05dc043a587e84ad43983b325,VFEA,Vanguard,2024-07-31,Equities (Stocks)
3d883eee2e45455b9b25e58bad37250c,VUKE,Vanguard,2024-07-31,Equities (Stocks)
3ebc4ab854ca4905955ab8a9238b3456,UC04,UBS,2024-10-31,Equities (Stocks)
3f43b1e0bedf44f5842e5963fd59d67a,V3PB,Vanguard,2024-07-31,Equities (Stocks)
4045573f5eab438aa53282de590eb539,UC07,UBS,2024-10-31,Equities (Stocks)
4086044178314169bfae7b5c9e8664b8,VECA,Vanguard,2024-07-31,Bonds
41d16b59f3384f1181535d958832b82f,AWSG,UBS,2024-10-31,Equities (Stocks)
447c20645a1b45efac91277f12385ee7,VJPB,Vanguard,2024-07-31,Equities (Stocks)
3d9e768f88fd4df593972a4dfa34cb19,CCEUAS,UBS,2024-10-31,Commodities & Metals
3dbd1188955241588734c5ade70137d8,ULOVE,UBS,2024-10-31,Equities (Stocks)
