firstbridge_id,composite_ticker,sponsor,as_of_date,asset_class
659e3e7702374ecfb00c45241c2ab03f,BNBA,21Shares,2024-11-27,Other Asset Types
5ffe23a56e424eb594e9a7c99d8d5bb2,HODL,21Shares,2024-11-27,Other Asset Types
62cd7a6671dd4c9cbd6ae6e09bfa3bff,HWOE,HSBC,2024-12-11,Equities (Stocks)
66104f6a7e764132b6f14c34c4777626,HCAS,HSBC,2024-12-11,Equities (Stocks)
5ec78de2caaa4b1eb2cf6a2c446677eb,SLGOMXH25,Seligson,2024-12-05,Equities (Stocks)
677cf276d6114af3853475917cfea412,3AKE,Leverage Shares,2024-12-06,Equities (Stocks)
678015ce3c9f43109ec36ce030420549,5SPE,Leverage Shares,2024-12-06,Equities (Stocks)
67b5b543f2ec4e0196079d6ccb41b9cb,3MSE,Leverage Shares,2024-12-06,Equities (Stocks)
67bb1c49017341faa6e8d3382accb303,SC0R,Invesco,2024-12-06,Equities (Stocks)
6818dead457743eca2915079b2561bef,NVI3,Leverage Shares,2024-12-06,Equities (Stocks)
6993d7ae7e864de0a8a9b21bdb8b0bd9,SC0C,Invesco,2024-12-06,Equities (Stocks)
6a39ffc3e721429b8628f86028a6160e,2BTD,21Shares,2024-11-27,Other Asset Types
6ac0ee82d2b148b087620c423033f7c4,SAMD,Leverage Shares,2024-12-06,Equities (Stocks)
6ad2a486666944d5bb30afcddf9f0731,KFTK,Invesco,2024-12-06,Equities (Stocks)
6de6f0f76a604f52a7d9989bf0e9e7fd,KOR3,Leverage Shares,2024-12-06,Equities (Stocks)
6dfc8a0768844ccf8327eb9acb4135b5,H4ZL,HSBC,2024-12-11,Equities (Stocks)
6f73b5fd0b7a4afea3e8b823d1e7d787,H4ZX,HSBC,2024-12-11,Equities (Stocks)
719add37523b4ebc9dcddc85e31af4e8,S6X0,Invesco,2024-12-06,Equities (Stocks)
6756426ea10b442fb78be27daa16127f,HMCH,HSBC,2024-12-11,Equities (Stocks)
6766c6e793844102be93922502cb5324,CBTC,21Shares,2024-11-27,Other Asset Types
6820928b6e71473fbe4bba144c23e34f,2BAB,Leverage Shares,2024-12-06,Equities (Stocks)
697eebef633f4351a91fc875ec765fd8,HSTC,HSBC,2024-12-11,Equities (Stocks)
698add9b21ca4d8082de2f4dc53c65de,SFB3,Leverage Shares,2024-12-06,Equities (Stocks)
6a455f86793f4fbca9caabe6ff7e6da6,2VIS,Leverage Shares,2024-12-06,Equities (Stocks)
6aa51075d41e427683f6f521bac9515f,3KWB,Leverage Shares,2024-12-06,Equities (Stocks)
6b576f30519b467f9f60b2b4703849d8,HPAO,HSBC,2024-12-11,Equities (Stocks)
6cefa5e3e06b4545b9a02ecad40f179c,SP5Y,Leverage Shares,2024-12-06,Equities (Stocks)
6cff35dd7edf40bc876d7d3d0d81b9d7,BAES,Leverage Shares,2024-12-06,Equities (Stocks)
6d15ab7a2a0c4ee0997cde190216785c,COI1,Leverage Shares,2024-12-06,Equities (Stocks)
6d97ec71426344189b252b0705996b2c,CON3,Leverage Shares,2024-12-06,Equities (Stocks)
6da907df9b6b41409c83877744a56a18,HPEM,HSBC,2024-12-11,Equities (Stocks)
6dfbb584c37d4d3ba95a746180decde7,HSXU,HSBC,2024-12-11,Equities (Stocks)
6e0cfe7fb2da43f5bd5e790d4e46f0af,NFL3,Leverage Shares,2024-12-06,Equities (Stocks)
6e5ca2b6f6734b72a555b6e20c25ebe6,3AME,Leverage Shares,2024-12-06,Equities (Stocks)
6ea3760280e74acc821209f9784787e9,SPEP,Invesco,2024-12-06,Equities (Stocks)
6ee5e480b83844b29a46c607bf6adee3,TSLD,Leverage Shares,2024-12-06,Equities (Stocks)
70712dfcab0d4a958d87a6fdc8e4ada9,XO3S,Leverage Shares,2024-12-06,Equities (Stocks)
70b7d344c6de451689a0ecb525934874,C300,Invesco,2024-12-06,Equities (Stocks)
70d2f6be3afa4ee7982ed2ddd8ef539a,FB3S,Leverage Shares,2024-12-06,Equities (Stocks)
7164358333dd48c2b336c91411ec113a,GLD3,Leverage Shares,2024-12-06,Commodities & Metals
721d14eef5ff446b874866091190ab43,HWVL,HSBC,2024-12-11,Equities (Stocks)
67c85f9c59fa45238fc33c3df98e8722,MMLP,HANetf,2024-12-05,Equities (Stocks)
683f04a998c74e7b94d0a7004fcf68b5,XLPS,Invesco,2024-12-06,Equities (Stocks)
69b18c26ac204a238dad3abd886d262b,SMSEUR,Invesco,2024-12-06,Equities (Stocks)
6a04afaa4a3043b29dd46f52e5810146,GSEM,Goldman Sachs,2024-12-06,Equities (Stocks)
6fa85c946b864a7aab724366ba7129ba,3PLT,Leverage Shares,2024-12-06,Equities (Stocks)
6fb45677976d4201a2294ffd5c727baf,CMOE,Invesco,2024-12-06,Commodities & Metals
720ea44dc4a546dcba999f0794b179d9,HWVL,HSBC,2024-12-11,Equities (Stocks)
6b63199dc1274fb3aa88d21cdd269059,S600,Invesco,2024-12-06,Equities (Stocks)
6e86c79f5b3e4dc1a7f046e5a6ab204a,AETHEUR,21Shares,2024-11-27,Other Asset Types
6f31e7c861d849f7a0b909968a997a12,AVAX,21Shares,2024-11-27,Other Asset Types
70a061f981604bf7a318fa356780bd2a,STAKE,21Shares,2024-11-27,Other Asset Types
683a2c3d08a449378c0eb7cf87ccdb2c,SPXS,Invesco,2024-12-06,Equities (Stocks)
68e1bc78d7b6419d971fd9e24c77b16e,STSM,Leverage Shares,2024-12-06,Equities (Stocks)
6c14f12a096745cdb16272cf2dc4a571,FUTR,21Shares,2024-11-27,Other Asset Types
6c8064fb3a7d4a999ae06edf368174b1,3FB,Leverage Shares,2024-12-06,Equities (Stocks)
6ef3b2715197423a9b88bd36f4e3e062,CBTC,21Shares,2024-11-27,Other Asset Types
70e3dfbf998e40a892938cf87d07006a,3NFL,Leverage Shares,2024-12-06,Equities (Stocks)
71d09b1395c148c298a4180a4e4be353,SNFL,Leverage Shares,2024-12-06,Equities (Stocks)
6b062f4596ca486cac2e283a17bdc9ba,STAKE,21Shares,2024-11-27,Other Asset Types
6b89513219f042ec9ec830adecdbcd2e,CBTC,21Shares,2024-11-27,Other Asset Types
6d823306b71c413f91cc1f95925fa46a,ATOM,21Shares,2024-11-27,Other Asset Types
716f6b26d4c645128383ca6ccd8aad93,ABTC,21Shares,2024-11-27,Other Asset Types
69c925513a9740ef9c41c6d94f68579e,HUBE,Expat Capital,2024-11-29,Equities (Stocks)
6aff9914159a4a82aafee40d33e103b3,CZX,Expat Capital,2024-11-29,Equities (Stocks)
72e74d8b8a2a4d069a7148092fc3044f,SC0E,Invesco,2024-12-06,Equities (Stocks)
73823e14699e46818c62f56f2f5f1b16,NS4E,Invesco,2024-12-06,Equities (Stocks)
74cb88075f2c4b3e8b7b8adbb878100d,SC00,Invesco,2024-12-06,Equities (Stocks)
752a2e8bd9c74745bff36ed8c5ce6140,SLQX,Expat Capital,2024-11-29,Equities (Stocks)
75441fd5d52443a6a1702243ce81f5f5,PPA3,Leverage Shares,2024-12-06,Equities (Stocks)
7670a0631ab3436b97bd5aca073d89e3,5ESG,Invesco,2024-12-06,Equities (Stocks)
780b866b2acb403bbee1182a09be4f96,H4Z1,HSBC,2024-12-11,Equities (Stocks)
7825ca272c9f4d7db959c04e7b4b1f03,3BIE,Leverage Shares,2024-12-06,Equities (Stocks)
787f69588d114752951e82b761deef49,H41F,HSBC,2024-12-11,Equities (Stocks)
78ecda60f3e441b7951c11c1fbdf87e1,BGX,Expat Capital,2024-11-29,Equities (Stocks)
72583042e7e34fc797d4f96e490f8cb2,XLKS,Invesco,2024-12-06,Equities (Stocks)
7273b1de11dc4111b0402babf8fb6c09,NVD2,Leverage Shares,2024-12-06,Equities (Stocks)
72a84f4750ac498480774456ea2adeae,HKOR,HSBC,2024-12-11,Equities (Stocks)
73c1f59768714783bdff17716001896a,2STE,Leverage Shares,2024-12-06,Equities (Stocks)
73cb3e25570349fb8e3d176b892e8ec6,SPYE,Leverage Shares,2024-12-06,Equities (Stocks)
7476d51f838448d5b00065bf48537302,3SXL,Leverage Shares,2024-12-06,Equities (Stocks)
74f816ee1f7d46d6ae0d0da72fbacf03,GG3S,Leverage Shares,2024-12-06,Equities (Stocks)
756e67564df34a3b95b84adb8a7d46f0,MXUK,Invesco,2024-12-06,Equities (Stocks)
75777cd41c1c48edbac82ad7248806e2,NIO3,Leverage Shares,2024-12-06,Equities (Stocks)
757e1893c8e14e3589d4714c410a6294,SLVS,Leverage Shares,2024-12-06,Commodities & Metals
757f0535d9c043ac82ae9a4e09f8963f,3SYE,Leverage Shares,2024-12-06,Equities (Stocks)
7592eeb5dc6d4a5a9ce9e6b407065e2b,3NFE,Leverage Shares,2024-12-06,Equities (Stocks)
75c7a38ece4a4e24bd7130f760f2a2a7,TS2S,Leverage Shares,2024-12-06,Equities (Stocks)
75d3195566a949eea9f3f65050a2f426,TSM3,Leverage Shares,2024-12-06,Equities (Stocks)
76ac7f1de90e4a8194fe43e2fdcca117,3DAX,Leverage Shares,2024-12-06,Equities (Stocks)
7769032560b546c58384deeea4d4d507,SSQ,Leverage Shares,2024-12-06,Equities (Stocks)
776efe9653c049dc9ec65a5167705ef8,HSEF,HSBC,2024-12-11,Equities (Stocks)
77ddda4e5c3f4023bce3fb40985768f3,3GLE,Leverage Shares,2024-12-06,Commodities & Metals
7807c8d89eee45b6b6c7c451f5be1ef7,TSLA,Leverage Shares,2024-12-06,Equities (Stocks)
789d1e0c580f4e35934410f7c218d598,3CRE,Leverage Shares,2024-12-06,Equities (Stocks)
78b3744a23844d17801aab0d65d6eae0,VIS2,Leverage Shares,2024-12-06,Equities (Stocks)
78c09222699442dfa1c90c8f5118a159,SPY3,Leverage Shares,2024-12-06,Equities (Stocks)
790a5feb7e724acf89515ff40a350528,3SEE,Leverage Shares,2024-12-06,Equities (Stocks)
79720e1388974274aa15d8ab133e7fa5,MSAU,Invesco,2024-12-06,Equities (Stocks)
799dd665d29d4a28ad35c15e3fe621b3,3TAI,Leverage Shares,2024-12-06,Equities (Stocks)
79a40711fad54ab88d11851dfbc26318,HITC,HSBC,2024-12-11,Equities (Stocks)
79ad2eaff7a640c5ae30616ed70faded,3SIN,Leverage Shares,2024-12-06,Equities (Stocks)
7a168a5f657b46d48ca0b6bd2332f6a3,MLPD,Invesco,2024-12-06,Other Asset Types
7a172a0c0a2b487baee731503428dad8,MSF1,Leverage Shares,2024-12-06,Equities (Stocks)
7a3a6d1f8d9b4fe9bb0ac498ce4084ef,AAPE,Leverage Shares,2024-12-06,Equities (Stocks)
7a84a6f8765b43aa83d3e2bc0170c563,HFEJ,HSBC,2024-12-11,Equities (Stocks)
7b2c581f3d124845865dd78a6089e1b1,WTIS,Leverage Shares,2024-12-06,Commodities & Metals
7b4b450a38fd459eb8c764ca2b143312,HMCT,HSBC,2024-12-11,Equities (Stocks)
7b8ea980d5a64805b755706126e19500,HCHS,HSBC,2024-12-11,Equities (Stocks)
7c1a890e4a2d4e48958cb4ec398f0827,WRLD,Goldman Sachs,2024-12-06,Equities (Stocks)
7d285f4efdcb4a7193dc565485f0a62e,MXJP,Invesco,2024-12-06,Equities (Stocks)
7741889d2a7943d6b7435cb74d5211e6,HMWA,HSBC,2024-12-11,Equities (Stocks)
786be39671e640779e30aaeee7bc1430,3NIO,Leverage Shares,2024-12-06,Equities (Stocks)
78aa4f262bac45af8ea572fa47622459,MLPD,Invesco,2024-12-06,Other Asset Types
7369b6e22de74b198d03ef9d3d13167b,MXWO,Invesco,2024-12-06,Equities (Stocks)
7475ae3bee2f47c28da5049f56849542,CBNX,Goldman Sachs,2024-12-06,Bonds
74c25980b478428fbcb7909bcde25852,HMEUEUR,HSBC,2024-12-11,Equities (Stocks)
75f86045f4ad411fb1a912bdde4f2a80,MMLP,HANetf,2024-12-05,Equities (Stocks)
77e5657b741c4f848bc21b3c7ce41ffe,5OGE,OSSIAM ETF,2024-12-11,Equities (Stocks)
7a5c88ae07c54c258170062523954f97,HMXJ,HSBC,2024-12-11,Equities (Stocks)
7b25450a0f4047f99fe69c1ebc9d4200,KEYS,21Shares,2024-11-27,Other Asset Types
7c0a70a6a098482b85779373143f027d,HSJD,HSBC,2024-12-11,Equities (Stocks)
73c2c81133f9467987e2027c97eee403,2VIS,Leverage Shares,2024-12-06,Equities (Stocks)
7a5eeae20568497a85799033218b5194,SAPL,Leverage Shares,2024-12-06,Equities (Stocks)
7b87b4585f704d5484d78e98b0af7fcc,2AMZ,Leverage Shares,2024-12-06,Equities (Stocks)
7cf83d09ef1a4b09995767d7c9d706be,SSQ,Leverage Shares,2024-12-06,Equities (Stocks)
725baa3086d74b55a4fd9fcd5c941386,OP5E,OSSIAM ETF,2024-12-10,Equities (Stocks)
73117081393843a185ae9675f4f911eb,AOPT,21Shares,2024-11-27,Other Asset Types
73cf900275fc4f0799ad5f9e57ebfd9c,CAPE,OSSIAM ETF,2024-12-11,Equities (Stocks)
7506aad4336a4783a08dc3543549ff16,BOLD,21Shares,2024-11-27,Target Date / Multi-Asset
76a478351eec47d49410c24cfbbd9100,ASAND,21Shares,2024-11-27,Other Asset Types
7a03aa2170ff4aaab12faf7d0706d1ed,HODLX,21Shares,2024-11-27,Other Asset Types
7c6cdd6726af45f6b29ece4df76e91eb,GRX,Expat Capital,2024-11-29,Equities (Stocks)
7dbf0489f84840df9cfe290f2f2ec0a7,TAI3,Leverage Shares,2024-12-06,Equities (Stocks)
7e2a24c105904ac6939906d1efd546f9,3GLD,Leverage Shares,2024-12-06,Commodities & Metals
7ef56c434d964ede85d3ee30fa438780,1APS,Leverage Shares,2024-12-06,Equities (Stocks)
7f4bf9e3b1c74a10adba6124fabcad7a,SKOR,Leverage Shares,2024-12-06,Equities (Stocks)
7fe4e276d45e4e5f8520b9ee48f3d7fc,GG3S,Leverage Shares,2024-12-06,Equities (Stocks)
83d893110ddf4c08a900b2e00edf5e63,SNXE,Leverage Shares,2024-12-06,Equities (Stocks)
846f0d71354d44dfae5c187b0e19bb69,CMOE,Invesco,2024-12-06,Commodities & Metals
84f3e10ea91c4513ac57fa1f71efe89c,3DIE,Leverage Shares,2024-12-06,Equities (Stocks)
865d83617cc245bb9496c0140b179ffa,H411,HSBC,2024-12-11,Equities (Stocks)
7d46e572a1e14b74ba44cd6864474a17,SX4S,Leverage Shares,2024-12-06,Equities (Stocks)
7d596e4665f1483e92422949538e6aa2,NFLS,Leverage Shares,2024-12-06,Equities (Stocks)
7d5cf1bc0c7e45b1bdb662e4e6aa9362,GL3S,Leverage Shares,2024-12-06,Commodities & Metals
7d630388e38f43cb815460c8efd8405f,AAAG,Fair Oaks,2024-12-10,Bonds
7d7925eec8084702a7388964041054b6,TS3S,Leverage Shares,2024-12-06,Equities (Stocks)
7d935974fb9c46aea3b494ba4b75e3b1,GOO2,Leverage Shares,2024-12-06,Equities (Stocks)
7da8c511ba1f4219a33d9b0c5456339a,AI3,Leverage Shares,2024-12-06,Equities (Stocks)
7daec92f77364dcbad5cf624121be13c,2NFL,Leverage Shares,2024-12-06,Equities (Stocks)
7df652a0339542c39f1556b99e408112,SQQQ,Leverage Shares,2024-12-06,Equities (Stocks)
7e733c7b81154cbcbf634fe4ea0301f9,XREP,Invesco,2024-12-06,Equities (Stocks)
7e87cac10a7947898892c6875a1368f9,HSAS,HSBC,2024-12-11,Equities (Stocks)
7ee6264ae06d4173bf152a3cbf89969a,MXWO,Invesco,2024-12-06,Equities (Stocks)
7fc2eb2ce9d64ae38ecf8615577367c6,BRK2,Leverage Shares,2024-12-06,Equities (Stocks)
7ff2431a5e3844afa769b0084c87bc15,3CHI,Leverage Shares,2024-12-06,Equities (Stocks)
809877d81a704847a5f4afdffc6037ab,GOOI,Leverage Shares,2024-12-06,Equities (Stocks)
809c95e367e34098b6bde1bd741af4fb,HMEU,HSBC,2024-12-11,Equities (Stocks)
80a5c98fc0df426180767b5b32fd9483,MSF2,Leverage Shares,2024-12-06,Equities (Stocks)
80e9bc3756494ef5bee5964f17b6fed9,ABN3,Leverage Shares,2024-12-06,Equities (Stocks)
81817dc40f5940d780cc7b9e55d39c14,SPXD,Invesco,2024-12-06,Equities (Stocks)
81c05b84420845f485a3d287031d8158,SSPY,Leverage Shares,2024-12-06,Equities (Stocks)
81f83e943b6140b584c7501c0450538e,3SMF,Leverage Shares,2024-12-06,Equities (Stocks)
826754a145b24f44871afff41cbc7682,AMD3,Leverage Shares,2024-12-06,Equities (Stocks)
826da6ea960142d6aea636ff4aaadadf,HLA1,Leverage Shares,2024-12-06,Equities (Stocks)
82f7fa7a8653453497bdcd75484ac092,AAP3,Leverage Shares,2024-12-06,Equities (Stocks)
837b7839d880411994a2d0c7a961e05c,SAMD,Leverage Shares,2024-12-06,Equities (Stocks)
83a0c3545b3f4d71b28d84f79b952622,VPCU,Leverage Shares,2024-12-06,Equities (Stocks)
842632331b5d4b5ead1334eabf86bdca,MBG3,Leverage Shares,2024-12-06,Equities (Stocks)
842e8b2d2921400fb86e9890b2575d84,CA3S,Invesco,2024-12-06,Equities (Stocks)
8441b7c4bedb4a299f2ffbec2abc8df3,2AMZ,Leverage Shares,2024-12-06,Equities (Stocks)
846a562d6a3b472582f628a0aad94895,SPYY,Leverage Shares,2024-12-06,Equities (Stocks)
8480d6a121554ac78c4e1d8c75a627ce,S600,Invesco,2024-12-06,Equities (Stocks)
849897639e7d44b2a8fc16ca9dbd99d5,HCHA,HSBC,2024-12-11,Equities (Stocks)
84e23a0fcf074e889ab0368aae079c9a,HIJP,HSBC,2024-12-11,Equities (Stocks)
84f7a2e977f84482aea1f6960077fbb7,TSL3,Leverage Shares,2024-12-06,Equities (Stocks)
853732a53baf435fb6e5a47cdeeede1a,HMES,HSBC,2024-12-11,Equities (Stocks)
8548c5b786b04b53baa59e347cd6228a,2BAE,Leverage Shares,2024-12-06,Equities (Stocks)
857c51824ab2438c80be66dfa3c01d1e,RICI,Market Access,2024-12-06,Commodities & Metals
85dcc689217c4707a50bfc472801a02d,VISE,Leverage Shares,2024-12-06,Equities (Stocks)
8680b234ce8e43d19a12b956729d86fc,SOXS,Leverage Shares,2024-12-06,Equities (Stocks)
8753695d7a6740f4b34383214fe1a9bb,CBTU,21Shares,2024-11-27,Other Asset Types
7f47f5d2b6914f1f85c54af2066ebd2a,XLBS,Invesco,2024-12-06,Equities (Stocks)
838efc2850354853a9b0aa055ac7d6ac,SBA3,Leverage Shares,2024-12-06,Equities (Stocks)
83d1b9f37f994d3e9c630e2c63010820,HEMV,HSBC,2024-12-11,Equities (Stocks)
7edf7d229a9d4fddb5e50b3404185368,AETH,21Shares,2024-11-27,Other Asset Types
7f9bf2efffe2409e9ce311456cd2a8de,XLES,Invesco,2024-12-06,Equities (Stocks)
8332c53fdbb14b52818256ffb90cebd8,EUMV,OSSIAM ETF,2024-12-11,Equities (Stocks)
84a3d4c34d37450994f454072a17b2b8,OP2E,OSSIAM ETF,2024-12-10,Equities (Stocks)
8540a987b74d468292094ec26cb2da82,C2MV,OSSIAM ETF,2024-12-11,Equities (Stocks)
867b5cf3f21c4477a35d90a398893f6e,ADOTGBP,21Shares,2024-11-27,Other Asset Types
8266fb6b63e949fab44df022df04409e,AIMX,21Shares,2024-11-27,Other Asset Types
828d62a097ed4dc7b194aecad516f82f,AMKR,21Shares,2024-11-27,Other Asset Types
82d88edda3e845ceb2a5a12caea9c792,5SPY,Leverage Shares,2024-12-06,Equities (Stocks)
83f2e245737f43b18d1513f03ef7a44e,AETH,21Shares,2024-11-27,Other Asset Types
822d6389f30e46a3a48670354a8077b3,HBDS,HSBC,2024-12-11,Equities (Stocks)
82f5e14e96f648eaafaa0301b43a7f67,AARB,21Shares,2024-11-27,Other Asset Types
84532bf44128482da424a458a34bc457,APTOS,21Shares,2024-11-27,Other Asset Types
8465d25d43254430a4e2b9b270079db9,LIDO,21Shares,2024-11-27,Other Asset Types
89db7c20564a45c494f1c6cdd6679b33,H412,HSBC,2024-12-11,Equities (Stocks)
8a315d8181264baf9a5e10a895eea0a3,METY,Leverage Shares,2024-12-06,Equities (Stocks)
8aa3070f6d9f4df0ab2da170c633530f,GASF,Goldman Sachs,2024-12-06,Bonds
8ab9f82950f34b68abc08112758f29a2,MSTS,Leverage Shares,2024-12-06,Equities (Stocks)
8bbc1f443fe24b0bb4e7d97592ff4eb2,3SAM,Leverage Shares,2024-12-06,Equities (Stocks)
8bca0469678b4a2c9a91554e20fbfa02,3DAX,Leverage Shares,2024-12-06,Equities (Stocks)
8c561d0369c644b791213c91e9701db6,HP8E,HSBC,2024-12-11,Equities (Stocks)
8d7972ae18a84252a113e808ee4b3745,3AN,Leverage Shares,2024-12-06,Equities (Stocks)
8eaf68d81dcb4388a9294a4e4ce9a783,2BRE,Leverage Shares,2024-12-06,Equities (Stocks)
87c499908cb64fb19076fdd80bb28868,HSPD,HSBC,2024-12-11,Equities (Stocks)
87d12abbdd994247bc715d58b48b468c,QQQY,Leverage Shares,2024-12-06,Equities (Stocks)
89a66bdfc4a049dda53b1ed681928156,HTWD,HSBC,2024-12-11,Equities (Stocks)
89babea0939c4fa4ba63345a614c7537,3CNE,Leverage Shares,2024-12-06,Equities (Stocks)
8a40483987904090b1d2449a2279b8e9,3GDX,Leverage Shares,2024-12-06,Equities (Stocks)
8a8eea582ce84ffd9dfe8f4bb83b5509,3SKE,Leverage Shares,2024-12-06,Equities (Stocks)
8ac97c056ae44996b0cc326c57ee608e,SCHI,Leverage Shares,2024-12-06,Equities (Stocks)
8b433082e84a4ebb8a243abef0323ff9,3JDE,Leverage Shares,2024-12-06,Equities (Stocks)
8c7506197b604352b368bd623ccf3a80,2NVD,Leverage Shares,2024-12-06,Equities (Stocks)
8cffcc77275e48b8b1cefa7818674902,3SMT,Leverage Shares,2024-12-06,Equities (Stocks)
8d187d22feea43d0a84481482ce7fbbc,HMWS,HSBC,2024-12-11,Equities (Stocks)
8d4c7b5e5d22484a8cbc12cb5237a621,HSMS,HSBC,2024-12-11,Equities (Stocks)
8d69b35c9b824ae1a76a303d9e20c06f,XLFS,Invesco,2024-12-06,Equities (Stocks)
8d74031a6ebb45d7b549f71814bd4d0d,SOX4,Leverage Shares,2024-12-06,Equities (Stocks)
8e1434d6d7e4403483bdab8df803a37e,HINS,HSBC,2024-12-11,Equities (Stocks)
8ebeec78b1a3446bb5825f7b14ca82e6,2BRE,Leverage Shares,2024-12-06,Equities (Stocks)
8eefd7985a1a4c258d3d1b62a9f05e1e,SARK,Leverage Shares,2024-12-06,Equities (Stocks)
8f1ba497c18440508e9a88d622eb5545,3SAM,Leverage Shares,2024-12-06,Equities (Stocks)
8f2c473f88ad430189272e83a8a29c09,XLF3,Leverage Shares,2024-12-06,Equities (Stocks)
8f5326d03c9c4e2bb7bc5b94429b8cfb,GOO3,Leverage Shares,2024-12-06,Equities (Stocks)
8f9de5ec3552433eb6f267d04a40c37f,BUFD,Leverage Shares,2024-12-06,Equities (Stocks)
9006fd22d33b4b1a8865b78e945d0690,JPNS,Leverage Shares,2024-12-06,Equities (Stocks)
90215eef75ed44d6a569006b0c791ac2,2MU,Leverage Shares,2024-12-06,Equities (Stocks)
9068a4fda70c4e78969ebc292609a5d9,SGDE,Leverage Shares,2024-12-06,Equities (Stocks)
90740d25cebf473192599ef6885777e7,STSE,Leverage Shares,2024-12-06,Equities (Stocks)
90dec0cc28ed4443bb92622197087c04,HWWS,HSBC,2024-12-11,Equities (Stocks)
8b528618f15a4f82afdf8f275ea57b14,XLIS,Invesco,2024-12-06,Equities (Stocks)
8d75f5ffd2c64be29f45ee41be58fd8b,MXUE,Invesco,2024-12-06,Equities (Stocks)
8e7aabb4605e4c59b5cd3f6bc988f9b4,SDJE5D,Invesco,2024-12-06,Equities (Stocks)
8ee84871de094d23bdaa990649b20519,SMSJPN,Invesco,2024-12-06,Equities (Stocks)
90cc88779b2d4fb7b0382c36bd3c1ad5,GAS,Leverage Shares,2024-12-06,Commodities & Metals
89734cf1d8454a39a18500e6b89b6845,BOLDUSD,21Shares,2024-11-27,Target Date / Multi-Asset
8c8227dab24c452baab4ff3f1ae3e7bd,CBTC,21Shares,2024-11-27,Other Asset Types
8c8cccc9a1624fc5a9abfe2736e4ff5e,HPAE,HSBC,2024-12-11,Equities (Stocks)
8c216c44c85b4251ac4108c6469f7937,JPMS,Leverage Shares,2024-12-06,Equities (Stocks)
8c57ccb1f03e418bbe602c743484b76b,3PYP,Leverage Shares,2024-12-06,Equities (Stocks)
8f84548bb4f04b2f806f5bd19051f594,HCHS,HSBC,2024-12-11,Equities (Stocks)
91bf253f79124bf3993f34f99c99369e,OSX6,OSSIAM ETF,2024-12-10,Equities (Stocks)
9236a37d1799486b9bc5c90534194ee3,EL46,Deka ETF,2024-11-29,Equities (Stocks)
9294c5667ea84928892d7dd1b340007b,H41X,HSBC,2024-12-11,Equities (Stocks)
9393b82e6457440facbce4179a1a747d,3MRN,Leverage Shares,2024-12-06,Equities (Stocks)
93f341c815204d66ad275fac5ec2916c,JMLP,HANetf,2024-12-05,Equities (Stocks)
9418a866a2cd49aa82efd38c1b28f786,SC0I,Invesco,2024-12-06,Equities (Stocks)
94bc4c6b7d9143e0949d3399ca2a7496,3JPN,Leverage Shares,2024-12-06,Equities (Stocks)
95b417e9652347d2be7d28ea166554a0,OIL2,Leverage Shares,2024-12-06,Commodities & Metals
96195cec40c846e69bce83a36eb33b36,GOOE,Leverage Shares,2024-12-06,Equities (Stocks)
96aae96086e54febb4434740c9a22f48,21BC,21Shares,2024-11-27,Other Asset Types
98fae0717418437d9218d86085bb953b,HP2A,HSBC,2024-12-11,Equities (Stocks)
9970db57a05c4b798ca3b8e3f053647c,3SIC,Leverage Shares,2024-12-06,Equities (Stocks)
99c9f55aacee4b39868f7b38c059c06c,H4ZC,HSBC,2024-12-11,Equities (Stocks)
9a966c0b9cc0411e9a088148decbdc76,OSX4,OSSIAM ETF,2024-12-11,Equities (Stocks)
924f590040bb498295854334ef0a0340,SBA,Leverage Shares,2024-12-06,Equities (Stocks)
9259e58ff2824d37ab7f20c29e430cb1,2AMD,Leverage Shares,2024-12-06,Equities (Stocks)
92780476301a4bddb1b77e70b69f1e04,HPED,HSBC,2024-12-11,Equities (Stocks)
9292e251489f4517933a9817d9656860,SGYE,Leverage Shares,2024-12-06,Equities (Stocks)
92c472346dcb4a59a5934d70e5763959,CRM3,Leverage Shares,2024-12-06,Equities (Stocks)
934c34de8bff4e83ac50c189bc0aed30,SPLR,Leverage Shares,2024-12-06,Equities (Stocks)
93906a8feade4f7ca5565c49a27122c7,MSF3,Leverage Shares,2024-12-06,Equities (Stocks)
93b799719b6a4f1fa76197c762750ee5,5QQE,Leverage Shares,2024-12-06,Equities (Stocks)
93efe12d1abf4ee49bc1e3dec476aaa6,ION3,Leverage Shares,2024-12-06,Equities (Stocks)
942eb30fe7b04ef6a3f0f36d23773d91,QQQO,Leverage Shares,2024-12-06,Equities (Stocks)
9639c21e56a84620a9109f4e8f265853,HPRD,HSBC,2024-12-11,Equities (Stocks)
971bc8f3131e40f898cfa5bbeaadc947,HPAW,HSBC,2024-12-11,Equities (Stocks)
9732940ed6b2446a8042cb5244eaeb64,FB2,Leverage Shares,2024-12-06,Equities (Stocks)
979bc90e02f04bc1a1f1ac46ab01f2e8,3NVE,Leverage Shares,2024-12-06,Equities (Stocks)
97e7ef7b1b87414a91f05034ddbb538a,XLIP,Invesco,2024-12-06,Equities (Stocks)
98ba454718d34e88871cf90caed5aea4,HNCT,HSBC,2024-12-11,Equities (Stocks)
996e7bf76430401cb5c00b66561d0616,ARK3,Leverage Shares,2024-12-06,Equities (Stocks)
9a42fa3e207541c08616b9f0aa336414,HCAA,HSBC,2024-12-11,Equities (Stocks)
9a4dbd78c6064fa0af5992798d595424,3ABN,Leverage Shares,2024-12-06,Equities (Stocks)
